ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;iata_code;local_code;coordinates1;coordinates2
EBAW;medium_airport;Antwerp International Airport (Deurne);39;EU;BE;BE-VAN;Antwerp;EBAW;ANR;;4,460279942;51,18939972
EBBE;medium_airport;Beauvechain Air Base;370;EU;BE;BE-WBR;Beauvechain;EBBE;;;4,768330097;50,75859833
EBBL;medium_airport;Kleine Brogel Air Base;200;EU;BE;BE-VLI;Kleine Brogel;EBBL;;;5,47;51,168301
EBBR;large_airport;Brussels Airport;184;EU;BE;BE-BRU;Brussels;EBBR;BRU;;4,48443985;50,90140152
EBCI;large_airport;Brussels South Charleroi Airport;614;EU;BE;BE-WHT;Brussels;EBCI;CRL;;4,45382;50,459202
EBCV;medium_airport;ChiÃ¨vres Air Base;194;EU;BE;BE-WHT;ChiÃ¨vres;EBCV;;;3,83100009;50,57580185
EBFN;medium_airport;Koksijde Air Base;20;EU;BE;BE-VWV;Koksijde;EBFN;;;2,652780056;51,09030151
EBFS;medium_airport;Florennes Air Base;935;EU;BE;BE-WNA;Florennes;EBFS;;;4,645830154;50,24330139
EBKT;medium_airport;Wevelgem Airport;64;EU;BE;BE-VWV;Wevelgem;EBKT;KJK;;3,20472002;50,81719971
EBLG;large_airport;LiÃ¨ge Airport;659;EU;BE;BE-WLG;LiÃ¨ge;EBLG;LGG;;5,443220139;50,63740158
EBOS;medium_airport;Ostend-Bruges International Airport;13;EU;BE;BE-VWV;Ostend;EBOS;OST;;2,862220049;51,19889832
EDAC;medium_airport;Altenburg-Nobitz Airport;640;EU;DE;DE-TH;Altenburg;EDAC;AOC;;12,506389;50,981945
EDAH;medium_airport;Heringsdorf Airport;93;EU;DE;DE-MV;Heringsdorf;EDAH;HDF;;14,15229988;53,87870026
EDBM;medium_airport;"Magdeburg ""City"" Airport";259;EU;DE;DE-ST;Magdeburg;EDBM;ZMG;;11,626389;52,073612
EDBN;medium_airport;Neubrandenburg Airport;228;EU;DE;DE-MV;Neubrandenburg;EDBN;FNB;;13,306;53,6022
EDBR;medium_airport;Rothenburg/GÃ¶rlitz Airport;518;EU;DE;DE-SN;Rothenburg/Oberlausitz;EDBR;;;14,94999981;51,36333466
EDDB;large_airport;Berlin-SchÃ¶nefeld Airport;157;EU;DE;DE-BR;Berlin;EDDB;SXF;;13,5225;52,380001
EDDC;large_airport;Dresden Airport;755;EU;DE;DE-SN;Dresden;EDDC;DRS;;13,76720047;51,13280106
EDDE;medium_airport;Erfurt Airport;1036;EU;DE;DE-TH;Erfurt;EDDE;ERF;;10,95810032;50,97980118
EDDF;large_airport;Frankfurt am Main Airport;364;EU;DE;DE-HE;Frankfurt am Main;EDDF;FRA;;8,570556;50,033333
EDDG;large_airport;MÃ¼nster OsnabrÃ¼ck Airport;160;EU;DE;DE-NW;MÃ¼nster;EDDG;FMO;;7,684830189;52,13460159
EDDH;large_airport;Hamburg Airport;53;EU;DE;DE-HH;Hamburg;EDDH;HAM;;9,988229752;53,63040161
EDDK;large_airport;Cologne Bonn Airport;302;EU;DE;DE-NW;Cologne;EDDK;CGN;;7,142739773;50,86589813
EDDL;large_airport;DÃ¼sseldorf Airport;147;EU;DE;DE-NW;DÃ¼sseldorf;EDDL;DUS;;6,76678;51,289501
EDDM;large_airport;Munich Airport;1487;EU;DE;DE-BY;Munich;EDDM;MUC;;11,7861;48,353802
EDDN;large_airport;Nuremberg Airport;1046;EU;DE;DE-BY;Nuremberg;EDDN;NUE;;11,078056;49,498699
EDDP;large_airport;Leipzig/Halle Airport;465;EU;DE;DE-SN;Leipzig;EDDP;LEJ;;12,236389;51,423889
EDDR;medium_airport;SaarbrÃ¼cken Airport;1058;EU;DE;DE-SL;SaarbrÃ¼cken;EDDR;SCN;;7,109509945;49,21459961
EDDS;large_airport;Stuttgart Airport;1276;EU;DE;DE-BW;Stuttgart;EDDS;STR;;9,221960068;48,68989944
EDDT;large_airport;Berlin-Tegel Airport;122;EU;DE;DE-BE;Berlin;EDDT;TXL;;13,2877;52,5597
EDDV;large_airport;Hannover Airport;183;EU;DE;DE-NI;Hannover;EDDV;HAJ;;9,685079575;52,46110153
EDDW;large_airport;Bremen Airport;14;EU;DE;DE-HB;Bremen;EDDW;BRE;;8,786669731;53,04750061
EDFE;medium_airport;Frankfurt-Egelsbach Airport;384;EU;DE;DE-HE;Frankfurt am Main;EDFE;;;8,645833;49,959999
EDFH;medium_airport;Frankfurt-Hahn Airport;1649;EU;DE;DE-RP;Frankfurt am Main;EDFH;HHN;;7,26389;49,9487
EDFM;medium_airport;Mannheim-City Airport;308;EU;DE;DE-BW;Mannheim;EDFM;MHG;;8,514167;49,473057
EDFZ;medium_airport;Mainz-Finthen Airport;525;EU;DE;DE-RP;Mainz;EDFZ;;;8,147222;49,967499
EDGE;medium_airport;Eisenach-Kindel Airport;1112;EU;DE;DE-TH;Eisenach;EDGE;EIB;;10,47973;50,991604
EDGS;medium_airport;Siegerland Airport;1966;EU;DE;DE-NW;;EDGS;SGE;;8,082969666;50,70769882
EDHI;medium_airport;Hamburg-Finkenwerder Airport;23;EU;DE;DE-HH;Hamburg;EDHI;XFW;;9,83555603;53,53527832
EDHK;medium_airport;Kiel-Holtenau Airport;102;EU;DE;DE-SH;Kiel;EDHK;KEL;;10,14527798;54,37944412
EDHL;medium_airport;LÃ¼beck Blankensee Airport;53;EU;DE;DE-SH;LÃ¼beck;EDHL;LBC;;10,71920013;53,80540085
EDJA;medium_airport;Memmingen Allgau Airport;2077;EU;DE;DE-BY;Memmingen;EDJA;FMM;;10,23950005;47,98880005
EDLN;medium_airport;MÃ¶nchengladbach Airport;125;EU;DE;DE-NW;MÃ¶nchengladbach;EDLN;MGL;;6,504444;51,230278
EDLP;medium_airport;Paderborn Lippstadt Airport;699;EU;DE;DE-NW;Paderborn;EDLP;PAD;;8,616319656;51,61410141
EDLV;medium_airport;Weeze Airport;106;EU;DE;DE-NW;Weeze;EDLV;NRN;;6,142169952;51,60240173
EDLW;large_airport;Dortmund Airport;425;EU;DE;DE-NW;Dortmund;EDLW;DTM;;7,612239838;51,5182991
EDMA;medium_airport;Augsburg Airport;1516;EU;DE;DE-BY;Augsburg;EDMA;AGB;;10,931667;48,425278
EDMO;medium_airport;Oberpfaffenhofen Airport;1947;EU;DE;DE-BY;;EDMO;OBF;;11,2831;48,081402
EDNY;medium_airport;Friedrichshafen Airport;1367;EU;DE;DE-BW;Friedrichshafen;EDNY;FDH;;9,511489868;47,67129898
EDOP;medium_airport;Schwerin Parchim Airport;166;EU;DE;DE-MV;;EDOP;SZW;;11,7834;53,426998
EDQA;medium_airport;Airport Bamberg-Breitenau;811;EU;DE;DE-BY;Bamberg;EDQA;;;10,914233;49,920403
EDQD;medium_airport;Bayreuth Airport;1601;EU;DE;DE-BY;Bayreuth;EDQD;BYU;;11,64;49,985001
EDQM;medium_airport;Hof-Plauen Airport;1959;EU;DE;DE-BY;Hof;EDQM;HOQ;;11,85638905;50,28861237
EDSB;large_airport;Karlsruhe Baden-Baden Airport;408;EU;DE;DE-BW;Baden-Baden;EDSB;FKB;;8,080499649;48,77939987
EDTD;medium_airport;Donaueschingen-Villingen Airport;2231;EU;DE;DE-BW;Donaueschingen;EDTD;ZQL;;8,522221565;47,97333145
EDTL;medium_airport;Lahr Airport;511;EU;DE;DE-BW;;EDTL;LHA;;7,827720165;48,36930084
EDTY;medium_airport;Adolf WÃ¼rth Airport;1299;EU;DE;DE-BW;SchwÃ¤bisch Hall;EDTY;;;9,783888817;49,11833191
EDUZ;medium_airport;Zerbst Airport;289;EU;DE;DE-ST;Zerbst/Anhalt;EDUZ;;;12,148611;52,000832
EDVE;medium_airport;Braunschweig-Wolfsburg Airport;295;EU;DE;DE-NI;Braunschweig;EDVE;BWE;;10,5561;52,319199
EDVK;medium_airport;Kassel-Calden Airport;820;EU;DE;DE-HE;Kassel;EDVK;KSF;;9,384967;51,417273
EDXW;medium_airport;Westerland Sylt Airport;51;EU;DE;DE-SH;Westerland;EDXW;GWT;;8,340470314;54,91320038
EEEI;medium_airport;Ãmari Air Base;65;EU;EE;EE-37;Keila;EEEI;;;24,20849991;59,26029968
EEKA;medium_airport;KÃ¤rdla Airport;18;EU;EE;EE-39;KÃ¤rdla;EEKA;KDL;;22,83069992;58,99079895
EEKE;medium_airport;Kuressaare Airport;14;EU;EE;EE-74;Kuressaare;EEKE;URE;;22,5095005;58,22990036
EEPU;medium_airport;PÃ¤rnu Airport;47;EU;EE;EE-67;PÃ¤rnu;EEPU;EPU;;24,4727993;58,41899872
EETN;large_airport;Lennart Meri Tallinn Airport;131;EU;EE;EE-37;Tallinn;EETN;TLL;;24,83279991;59,41329956
EETU;medium_airport;Tartu Airport;219;EU;EE;EE-7B;Tartu;EETU;TAY;;26,69039917;58,30749893
EFET;medium_airport;Enontekio Airport;1005;EU;FI;FI-LL;Enontekio;EFET;ENF;;23,42429924;68,36260223
EFHA;medium_airport;Halli Airport;479;EU;FI;FI-LS;Halli / Kuorevesi;EFHA;KEV;;24,786686;61,856039
EFHF;medium_airport;Helsinki Malmi Airport;57;EU;FI;FI-ES;Helsinki;EFHF;HEM;;25,0428009;60,25460052
EFHK;large_airport;Helsinki Vantaa Airport;179;EU;FI;FI-ES;Helsinki;EFHK;HEL;;24,9633007;60,31719971
EFIT;medium_airport;Kitee Airport;364;EU;FI;FI-IS;;EFIT;KTQ;;30,073601;62,1661
EFIV;medium_airport;Ivalo Airport;481;EU;FI;FI-LL;Ivalo;EFIV;IVL;;27,40530014;68,6072998
EFJO;medium_airport;Joensuu Airport;398;EU;FI;FI-IS;Joensuu / Liperi;EFJO;JOE;;29,60750008;62,66289902
EFJY;medium_airport;Jyvaskyla Airport;459;EU;FI;FI-LS;JyvÃ¤skylÃ¤n Maalaiskunta;EFJY;JYV;;25,67830086;62,3995018
EFKA;medium_airport;Kauhava Airport;151;EU;FI;FI-LS;Kauhava;EFKA;KAU;;23,051399;63,127102
EFKE;medium_airport;Kemi-Tornio Airport;61;EU;FI;FI-LL;Kemi / Tornio;EFKE;KEM;;24,58209991;65,77870178
EFKI;medium_airport;Kajaani Airport;483;EU;FI;FI-OL;Kajaani;EFKI;KAJ;;27,69239998;64,28549957
EFKJ;medium_airport;Kauhajoki Airport;407;EU;FI;FI-LS;;EFKJ;KHJ;;22,39310074;62,46250153
EFKK;medium_airport;Kokkola-Pietarsaari Airport;84;EU;FI;FI-LS;Kokkola / Kruunupyy;EFKK;KOK;;23,14310074;63,72119904
EFKS;medium_airport;Kuusamo Airport;866;EU;FI;FI-OL;Kuusamo;EFKS;KAO;;29,23940086;65,98760223
EFKT;medium_airport;KittilÃ¤ Airport;644;EU;FI;FI-LL;KittilÃ¤;EFKT;KTT;;24,84679985;67,7009964
EFKU;medium_airport;Kuopio Airport;323;EU;FI;FI-IS;Kuopio / SiilinjÃ¤rvi;EFKU;KUO;;27,79780006;63,00709915
EFLP;medium_airport;Lappeenranta Airport;349;EU;FI;FI-ES;Lappeenranta;EFLP;LPP;;28,144743;61,044601
EFMA;medium_airport;Mariehamn Airport;17;EU;FI;FI-AL;;EFMA;MHQ;;19,89819908;60,12220001
EFMI;medium_airport;Mikkeli Airport;329;EU;FI;FI-IS;Mikkeli;EFMI;MIK;;27,201799;61,6866
EFOU;medium_airport;Oulu Airport;47;EU;FI;FI-OL;Oulu / Oulunsalo;EFOU;OUL;;25,35460091;64,93009949
EFPO;medium_airport;Pori Airport;44;EU;FI;FI-LS;Pori;EFPO;POR;;21,79999924;61,46170044
EFPR;medium_airport;Helsinki East-Redstone Airfield;72;EU;FI;FI-ES;Helsinki;EFPR;;;26,593889;60,479167
EFRO;medium_airport;Rovaniemi Airport;642;EU;FI;FI-LL;Rovaniemi;EFRO;RVN;;25,83040047;66,56479645
EFSA;medium_airport;Savonlinna Airport;311;EU;FI;FI-IS;Savonlinna;EFSA;SVL;;28,94510078;61,94309998
EFSI;medium_airport;SeinÃ¤joki Airport;302;EU;FI;FI-LS;SeinÃ¤joki / Ilmajoki;EFSI;SJY;;22,8323;62,692101
EFSO;medium_airport;Sodankyla Airport;602;EU;FI;FI-LL;Sodankyla;EFSO;SOT;;26,61910057;67,39499664
EFTP;medium_airport;Tampere-Pirkkala Airport;390;EU;FI;FI-LS;Tampere / Pirkkala;EFTP;TMP;;23,60440063;61,41410065
EFTU;medium_airport;Turku Airport;161;EU;FI;FI-LS;Turku;EFTU;TKU;;22,26280022;60,51409912
EFUT;medium_airport;Utti Air Base;339;EU;FI;FI-ES;Utti / Valkeala;EFUT;UTI;;26,93840027;60,89640045
EFVA;medium_airport;Vaasa Airport;19;EU;FI;FI-LS;Vaasa;EFVA;VAA;;21,7621994;63,05070114
EFVR;medium_airport;Varkaus Airport;286;EU;FI;FI-IS;Varkaus / Joroinen;EFVR;VRK;;27,86860085;62,17110062
EFYL;medium_airport;Ylivieska Airfield;252;EU;FI;FI-OL;;EFYL;YLI;;24,7252778;64,0547222
EG-0003;medium_airport;Bilbeis 2 Airfield;;AF;EG;EG-SHR;Bilbeis;;;;31,67889977;30,42060089
EGAA;large_airport;Belfast International Airport;268;EU;GB;GB-NIR;Belfast;EGAA;BFS;;-6,215829849;54,65750122
EGAB;medium_airport;St Angelo Airport;155;EU;GB;GB-NIR;Enniskillen;EGAB;ENK;;-7,651669979;54,39889908
EGAC;large_airport;George Best Belfast City Airport;15;EU;GB;GB-NIR;Belfast;EGAC;BHD;;-5,872499943;54,61809921
EGAE;medium_airport;City of Derry Airport;22;EU;GB;GB-NIR;Derry;EGAE;LDY;;-7,161109924;55,0428009
EGBB;large_airport;Birmingham International Airport;327;EU;GB;GB-ENG;Birmingham;EGBB;BHX;;-1,748029947;52,45389938
EGBE;medium_airport;Coventry Airport;267;EU;GB;GB-ENG;Coventry;EGBE;CVT;;-1,479719996;52,36970139
EGBJ;medium_airport;Gloucestershire Airport;101;EU;GB;GB-ENG;Staverton;EGBJ;GLO;;-2,167220116;51,89419937
EGBN;medium_airport;Nottingham Airport;138;EU;GB;GB-ENG;Nottingham;EGBN;NQT;;-1,079169989;52,91999817
EGCC;large_airport;Manchester Airport;257;EU;GB;GB-ENG;Manchester;EGCC;MAN;;-2,274950027;53,35369873
EGCN;large_airport;Robin Hood Doncaster Sheffield Airport;55;EU;GB;GB-ENG;Doncaster;EGCN;DSA;;-1,010656357;53,48053781
EGDC;medium_airport;Royal Marines Base Chivenor Airport;27;EU;GB;GB-ENG;Chivenor;EGDC;;;-4,15034008;51,08720016
EGDM;medium_airport;MoD Boscombe Down Airport;407;EU;GB;GB-ENG;Amesbury;EGDM;;;-1,747410059;51,15219879
EGDR;medium_airport;RNAS Culdrose;267;EU;GB;GB-ENG;Helston;EGDR;;;-5,255710125;50,08610153
EGDX;medium_airport;St. Athan Airport;163;EU;GB;GB-WLS;St. Athan;EGSY;;;-3,43575;51,4048
EGDY;medium_airport;RNAS Yeovilton;75;EU;GB;GB-ENG;Yeovil;EGDY;YEO;;-2,638819933;51,00939941
EGEC;medium_airport;Campbeltown Airport;42;EU;GB;GB-SCT;Campbeltown;EGEC;CAL;;-5,686389923;55,43719864
EGED;medium_airport;Eday Airport;10;EU;GB;GB-SCT;Eday;EGED;EOI;;-2,772219896;59,19060135
EGEF;medium_airport;Fair Isle Airport;223;EU;GB;GB-SCT;Fair Isle;EGEF;FIE;;-1,628059983;59,53580093
EGFE;medium_airport;Haverfordwest Airport;159;EU;GB;GB-WLS;Haverfordwest;EGFE;HAW;;-4,961110115;51,83309937
EGFF;large_airport;Cardiff International Airport;220;EU;GB;GB-WLS;Cardiff;EGFF;CWL;;-3,343329906;51,39670181
EGFH;medium_airport;Swansea Airport;299;EU;GB;GB-WLS;Swansea;EGFH;SWS;;-4,067830086;51,6053009
EGGD;large_airport;Bristol Airport;622;EU;GB;GB-ENG;Bristol;EGGD;BRS;;-2,71909;51,382702
EGGP;large_airport;Liverpool John Lennon Airport;80;EU;GB;GB-ENG;Liverpool;EGGP;LPL;;-2,849720001;53,33359909
EGGW;large_airport;London Luton Airport;526;EU;GB;GB-ENG;London;EGGW;LTN;;-0,368333012;51,87469864
EGHC;medium_airport;Land's End Airport;398;EU;GB;GB-ENG;Land's End;EGHC;LEQ;;-5,67056;50,102798
EGHE;medium_airport;St. Mary's Airport;116;EU;GB;GB-ENG;St. Mary's;EGHE;ISC;;-6,291669846;49,91329956
EGHH;large_airport;Bournemouth Airport;38;EU;GB;GB-ENG;Bournemouth;EGHH;BOH;;-1,842499971;50,77999878
EGHI;large_airport;Southampton Airport;44;EU;GB;GB-ENG;Southampton;EGHI;SOU;;-1,35679996;50,95029831
EGHL;medium_airport;Lasham Airfield;618;EU;GB;GB-ENG;Lasham;EGHL;;;-1,0335;51,187199
EGHQ;medium_airport;Newquay Cornwall Airport;390;EU;GB;GB-ENG;Newquay;EGHQ;NQY;;-4,995409966;50,44060135
EGJA;medium_airport;Alderney Airport;290;EU;GG;GG-U-A;Saint Anne;EGJA;ACI;;-2,21472;49,706104
EGJB;medium_airport;Guernsey Airport;336;EU;GG;GG-U-A;Saint Peter Port;EGJB;GCI;;-2,601969957;49,43500137
EGJJ;medium_airport;Jersey Airport;277;EU;JE;JE-U-A;Saint Helier;EGJJ;JER;;-2,195509911;49,207901
EGKA;medium_airport;Shoreham Airport;7;EU;GB;GB-ENG;Brighton;EGKA;ESH;;-0,297222;50,835602
EGKB;medium_airport;London Biggin Hill Airport;598;EU;GB;GB-ENG;London;EGKB;BQH;;0,032499999;51,3307991
EGKK;large_airport;London Gatwick Airport;202;EU;GB;GB-ENG;London;EGKK;LGW;;-0,190278;51,148102
EGLC;medium_airport;London City Airport;19;EU;GB;GB-ENG;London;EGLC;LCY;;0,055278;51,505299
EGLF;medium_airport;Farnborough Airport;238;EU;GB;GB-ENG;Farnborough;EGLF;FAB;;-0,776332974;51,2757988
EGLK;medium_airport;Blackbushe Airport;325;EU;GB;GB-ENG;Yateley;EGLK;BBS;;-0,847500026;51,32389832
EGLL;large_airport;London Heathrow Airport;83;EU;GB;GB-ENG;London;EGLL;LHR;;-0,461941;51,4706
EGMC;medium_airport;Southend Airport;49;EU;GB;GB-ENG;Southend;EGMC;SEN;;0,695555985;51,57139969
EGMD;medium_airport;Lydd Airport;13;EU;GB;GB-ENG;Lydd, Ashford;EGMD;LYX;;0,939167023;50,95610046
EGNC;medium_airport;Carlisle Airport;190;EU;GB;GB-ENG;Carlisle;EGNC;CAX;;-2,809170008;54,9375
EGNH;medium_airport;Blackpool International Airport;34;EU;GB;GB-ENG;Blackpool;EGNH;BLK;;-3,028609991;53,77170181
EGNJ;medium_airport;Humberside Airport;121;EU;GB;GB-ENG;Grimsby;EGNJ;HUY;;-0,350832999;53,57440186
EGNL;medium_airport;Barrow Walney Island Airport;173;EU;GB;GB-ENG;Barrow-in-Furness;EGNL;BWF;;-3,2675;54,1286111
EGNM;large_airport;Leeds Bradford Airport;681;EU;GB;GB-ENG;Leeds;EGNM;LBA;;-1,660570025;53,86589813
EGNO;medium_airport;Warton Aerodrome;55;EU;GB;GB-ENG;Warton;EGNO;WRT;;-2,88306;53,745098
EGNR;medium_airport;Hawarden Airport;45;EU;GB;GB-WLS;Hawarden;EGNR;CEG;;-2,977780104;53,17810059
EGNS;medium_airport;Isle of Man Airport;52;EU;IM;IM-U-A;Castletown;EGNS;IOM;;-4,623889923;54,08330154
EGNT;large_airport;Newcastle Airport;266;EU;GB;GB-ENG;Newcastle;EGNT;NCL;;-1,691669941;55,03749847
EGNV;medium_airport;Durham Tees Valley Airport;120;EU;GB;GB-ENG;Durham;EGNV;MME;;-1,429409981;54,50920105
EGNX;large_airport;East Midlands Airport;306;EU;GB;GB-ENG;Nottingham;EGNX;EMA;;-1,328060031;52,83110046
EGOM;medium_airport;RAF Spadeadam;1066;EU;GB;GB-ENG;Spadeadam;EGOM;;;-2,549999952;55,04999924
EGOS;medium_airport;RAF Shawbury;249;EU;GB;GB-ENG;Shawbury;EGOS;;;-2,668040037;52,7981987
EGOV;medium_airport;Anglesey Airport;37;EU;GB;GB-WLS;Angelsey;EGOV;VLY;;-4,535339832;53,24810028
EGPA;medium_airport;Kirkwall Airport;50;EU;GB;GB-SCT;Orkney Islands;EGPA;KOI;;-2,904999971;58,95780182
EGPB;medium_airport;Sumburgh Airport;20;EU;GB;GB-SCT;Lerwick;EGPB;LSI;;-1,295560002;59,87889862
EGPC;medium_airport;Wick Airport;126;EU;GB;GB-SCT;Wick;EGPC;WIC;;-3,093060017;58,45890045
EGPD;large_airport;Aberdeen Dyce Airport;215;EU;GB;GB-SCT;Aberdeen;EGPD;ABZ;;-2,197779894;57,20190048
EGPE;medium_airport;Inverness Airport;31;EU;GB;GB-SCT;Inverness;EGPE;INV;;-4,047500134;57,54249954
EGPF;large_airport;Glasgow International Airport;26;EU;GB;GB-SCT;Glasgow;EGPF;GLA;;-4,43306;55,871899
EGPH;large_airport;Edinburgh Airport;135;EU;GB;GB-SCT;Edinburgh;EGPH;EDI;;-3,372499943;55,95000076
EGPI;medium_airport;Islay Airport;56;EU;GB;GB-SCT;Port Ellen;EGPI;ILY;;-6,256669998;55,68190002
EGPK;medium_airport;Glasgow Prestwick Airport;65;EU;GB;GB-SCT;Glasgow;EGPK;PIK;;-4,586669922;55,50939941
EGPL;medium_airport;Benbecula Airport;19;EU;GB;GB-SCT;Balivanich;EGPL;BEB;;-7,362780094;57,48109818
EGPM;medium_airport;Scatsta Airport;81;EU;GB;GB-SCT;Shetland Islands;EGPM;SCS;;-1,296110034;60,43280029
EGPN;medium_airport;Dundee Airport;17;EU;GB;GB-SCT;Dundee;EGPN;DND;;-3,02583003;56,45249939
EGPO;medium_airport;Stornoway Airport;26;EU;GB;GB-SCT;Stornoway;EGPO;SYY;;-6,331110001;58,21559906
EGPR;medium_airport;Barra Airport;5;EU;GB;GB-SCT;Eoligarry;EGPR;BRR;;-7,44306;57,0228
EGPU;medium_airport;Tiree Airport;38;EU;GB;GB-SCT;Balemartine;EGPU;TRE;;-6,869170189;56,49919891
EGQK;medium_airport;RAF Kinloss;22;EU;GB;GB-SCT;Kinloss;EGQK;FSS;;-3,560640097;57,6493988
EGQL;medium_airport;RAF Leuchars;38;EU;GB;GB-SCT;St. Andrews;EGQL;ADX;;-2,868439913;56,3728981
EGQS;medium_airport;RAF Lossiemouth;42;EU;GB;GB-SCT;Lossiemouth;EGQS;LMO;;-3,339169979;57,7052002
EGSC;medium_airport;Cambridge Airport;47;EU;GB;GB-ENG;Cambridge;EGSC;CBG;;0,175;52,205002
EGSH;large_airport;Norwich International Airport;117;EU;GB;GB-ENG;Norwich;EGSH;NWI;;1,282780051;52,67580032
EGSS;large_airport;London Stansted Airport;348;EU;GB;GB-ENG;London;EGSS;STN;;0,234999999;51,88499832
EGTC;medium_airport;Cranfield Airport;360;EU;GB;GB-ENG;Cranfield;EGTC;;;-0,616667;52,072201
EGTE;large_airport;Exeter International Airport;102;EU;GB;GB-ENG;Exeter;EGTE;EXT;;-3,413889885;50,7344017
EGTK;medium_airport;Oxford (Kidlington) Airport;270;EU;GB;GB-ENG;Kidlington;EGTK;OXF;;-1,320000052;51,8368988
EGUB;medium_airport;RAF Benson;226;EU;GB;GB-ENG;Benson;EGUB;BEX;;-1,095829964;51,61640167
EGUL;large_airport;RAF Lakenheath;32;EU;GB;GB-ENG;Lakenheath;EGUL;LKZ;;0,56099999;52,40930176
EGUN;large_airport;RAF Mildenhall;33;EU;GB;GB-ENG;Mildenhall;EGUN;MHZ;;0,486405998;52,36190033
EGUW;medium_airport;Wattisham Airfield;284;EU;GB;GB-ENG;Stowmarket;EGUW;;;0,956189;52,127451
EGUY;medium_airport;RAF Wyton;135;EU;GB;GB-ENG;St. Ives;EGUY;QUY;;-0,107832998;52,35720062
