ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;iata_code;local_code;coordinates1;coordinates2
LFMU;medium_airport;BÃ©ziers-Vias Airport;56;EU;FR;FR-OCC;BÃ©ziers/Vias;LFMU;BZR;;3,353899956;43,32350159
LFMV;medium_airport;Avignon-Caumont Airport;124;EU;FR;FR-PAC;Avignon/Caumont;LFMV;AVN;;4,901830196;43,90729904
LFMY;medium_airport;Salon-de-Provence (BA 701) Air Base;195;EU;FR;FR-PAC;Salon;LFMY;;;5,109250069;43,60639954
LFNB;medium_airport;Mende-Brenoux Airfield;3362;EU;FR;FR-OCC;Mende/BrÃ©noux;LFNB;MEN;;3,53282;44,502102
LFOA;large_airport;Avord (BA 702) Air Base;580;EU;FR;FR-CVL;Avord;LFOA;;;2,6325;47,053299
LFOB;medium_airport;Paris Beauvais TillÃ© Airport;359;EU;FR;FR-HDF;Beauvais/TillÃ©;LFOB;BVA;;2,112780094;49,45439911
LFOC;medium_airport;ChÃ¢teaudun (BA 279) Air Base;433;EU;FR;FR-CVL;ChÃ¢teaudun;LFOC;;;1,37662;48,058102
LFOE;medium_airport;Ãvreux-Fauville (BA 105) Air Base;464;EU;FR;FR-NOR;Ãvreux/Fauville;LFOE;EVX;;1,219859958;49,02870178
LFOH;medium_airport;Le Havre Octeville Airport;313;EU;FR;FR-NOR;Le Havre/Octeville;LFOH;LEH;;0,088055998;49,53390121
LFOI;medium_airport;Abbeville;220;EU;FR;FR-HDF;Abbeville;LFOI;;;1,831891;50,143501
LFOJ;medium_airport;OrlÃ©ans-Bricy (BA 123) Air Base;412;EU;FR;FR-CVL;OrlÃ©ans/Bricy;LFOJ;ORE;;1,760560036;47,9878006
LFOK;medium_airport;ChÃ¢lons-Vatry Airport;587;EU;FR;FR-GES;Vatry;LFOK;XCR;;4,206111111;48,77333333
LFOP;medium_airport;Rouen Airport;512;EU;FR;FR-NOR;Rouen/VallÃ©e de Seine;LFOP;URO;;1,174800038;49,38420105
LFOT;medium_airport;Tours-Val-de-Loire Airport;357;EU;FR;FR-CVL;Tours/Val de Loire (Loire Valley);LFOT;TUF;;0,727605999;47,43220139
LFOU;medium_airport;Cholet Le Pontreau Airport;443;EU;FR;FR-PDL;Cholet/Le Pontreau;LFOU;CET;;-0,87706399;47,08209991
LFOV;medium_airport;Laval-Entrammes Airport;330;EU;FR;FR-PDL;Laval/Entrammes;LFOV;LVA;;-0,742986023;48,03139877
LFPB;medium_airport;Paris-Le Bourget Airport;218;EU;FR;FR-IDF;Paris;LFPB;LBG;;2,441390038;48,9693985
LFPC;medium_airport;Creil Air Base;291;EU;FR;FR-HDF;Creil;LFPC;CSF;;2,519140005;49,25350189
LFPG;large_airport;Charles de Gaulle International Airport;392;EU;FR;FR-IDF;Paris;LFPG;CDG;;2,55;49,012798
LFPM;medium_airport;Melun-Villaroche Air Base;302;EU;FR;FR-IDF;Melun/Villaroche;LFPM;;;2,671119928;48,60469818
LFPN;medium_airport;Toussus-le-Noble Airport;538;EU;FR;FR-IDF;Toussus-le-Noble;LFPN;TNF;;2,106189966;48,75189972
LFPO;large_airport;Paris-Orly Airport;291;EU;FR;FR-IDF;Paris;LFPO;ORY;;2,3794444;48,7233333
LFPT;medium_airport;AÃ©rodrome de Pontoise - Cormeilles en Vexin;325;EU;FR;FR-IDF;Cormeilles-en-Vexin;LFPT;POX;;2,040833;49,096667
LFPV;medium_airport;Villacoublay-VÃ©lizy (BA 107) Air Base;584;EU;FR;FR-IDF;Villacoublay/VÃ©lizy;LFPV;VIY;;2,1916667;48,7741667
LFQB;medium_airport;Troyes-Barberey Airport;388;EU;FR;FR-GES;Troyes/Barberey;LFQB;;;4,0167;48,322102
LFQE;medium_airport;Ãtain-Rouvres Air Base;770;EU;FR;FR-GES;Ãtain/Rouvres;LFQE;;;5,67222023;49,22689819
LFQG;medium_airport;Nevers-Fourchambault Airport;602;EU;FR;FR-BFC;Nevers/Fourchambault;LFQG;NVS;;3,113329887;47,00260162
LFQJ;medium_airport;Maubeuge-Ãlesmes Airport;452;EU;FR;FR-HDF;Maubeuge/Ãlesmes;LFQJ;XME;;4,033120155;50,3105011
LFQP;medium_airport;Phalsbourg-Bourscheid Air Base;1017;EU;FR;FR-GES;Phalsbourg/Bourscheid;LFQP;;;7,205;48,7680556
LFQQ;medium_airport;Lille-Lesquin Airport;157;EU;FR;FR-HDF;Lille/Lesquin;LFQQ;LIL;;3,086886;50,563332
LFQT;medium_airport;Merville-Calonne Airport;61;EU;FR;FR-HDF;Merville/Calonne;LFQT;HZB;;2,642240047;50,61840057
LFQV;medium_airport;Charleville-MÃ©ziÃ¨res Airport;492;EU;FR;FR-GES;Charleville-MÃ©ziÃ¨res;LFQV;XCZ;;4,647079945;49,78390121
LFQW;medium_airport;AÃ©rodrome de Vesoul-Frotey;1249;EU;FR;FR-BFC;Vesoul/Frotey;LFQW;;;6,20392;47,6376
LFRB;medium_airport;Brest Bretagne Airport;325;EU;FR;FR-BRE;Brest/Guipavas;LFRB;BES;;-4,418540001;48,44789886
LFRC;medium_airport;Cherbourg-Maupertus Airport;459;EU;FR;FR-NOR;Cherbourg/Maupertus;LFRC;CER;;-1,470280051;49,65010071
LFRD;medium_airport;Dinard-Pleurtuit-Saint-Malo Airport;219;EU;FR;FR-BRE;Dinard/Pleurtuit/Saint-Malo;LFRD;DNR;;-2,079960108;48,58769989
LFRE;medium_airport;La Baule-Escoublac Airport;105;EU;FR;FR-PDL;La Baule-Escoublac;LFRE;LBY;;-2,346390009;47,28939819
LFRF;medium_airport;Granville Airport;45;EU;FR;FR-NOR;Granville;LFRF;GFR;;-1,564170003;48,8830986
LFRG;medium_airport;Deauville-Saint-Gatien Airport;479;EU;FR;FR-NOR;Deauville;LFRG;DOL;;0,154305995;49,36529922
LFRH;medium_airport;Lorient South Brittany (Bretagne Sud) Airport;160;EU;FR;FR-BRE;Lorient/Lann/BihouÃ©;LFRH;LRT;;-3,440000057;47,76060104
LFRI;medium_airport;La Roche-sur-Yon Airport;299;EU;FR;FR-PDL;La Roche-sur-Yon/Les Ajoncs;LFRI;EDM;;-1,378630042;46,70190048
LFRJ;medium_airport;Landivisiau Air Base;348;EU;FR;FR-BRE;Landivisiau;LFRJ;LDV;;-4,151639938;48,53030014
LFRK;medium_airport;Caen-Carpiquet Airport;256;EU;FR;FR-NOR;Caen/Carpiquet;LFRK;CFR;;-0,449999988;49,1733017
LFRL;medium_airport;LanvÃ©oc-Poulmic Air Base;287;EU;FR;FR-BRE;LanvÃ©oc/Poulmic;LFRL;;;-4,445020199;48,28170013
LFRM;medium_airport;Le Mans-Arnage Airport;194;EU;FR;FR-PDL;Le Mans/Arnage;LFRM;LME;;0,201666996;47,94860077
LFRN;medium_airport;Rennes-Saint-Jacques Airport;124;EU;FR;FR-BRE;Rennes/Saint-Jacques;LFRN;RNS;;-1,73479;48,0695
LFRO;medium_airport;Lannion-CÃ´te de Granit Airport;290;EU;FR;FR-BRE;Lannion;LFRO;LAI;;-3,47166;48,754398
LFRQ;medium_airport;Quimper-Cornouaille Airport;297;EU;FR;FR-BRE;Quimper/Pluguffan;LFRQ;UIP;;-4,167789936;47,97499847
LFRS;medium_airport;Nantes Atlantique Airport;90;EU;FR;FR-PDL;Nantes;LFRS;NTE;;-1,610730052;47,15319824
LFRT;medium_airport;Saint-Brieuc-Armor Airport;453;EU;FR;FR-BRE;Saint-Brieuc/Armor;LFRT;SBK;;-2,85444;48,5378
LFRU;medium_airport;Morlaix-Ploujean Airport;272;EU;FR;FR-BRE;Morlaix/Ploujean;LFRU;MXN;;-3,815779924;48,60319901
LFRV;medium_airport;Vannes-Meucon Airport;446;EU;FR;FR-BRE;Vannes/Meucon;LFRV;VNE;;-2,71855998;47,72330093
LFRZ;medium_airport;Saint-Nazaire-Montoir Airport;13;EU;FR;FR-PDL;Saint-Nazaire/Montoir;LFRZ;SNR;;-2,1566667;47,3105556
LFSB;large_airport;EuroAirport Basel-Mulhouse-Freiburg Airport;885;EU;FR;FR-GES;BÃ¢le/Mulhouse;LFSB;BSL;;7,529167;47,59
LFSD;medium_airport;Dijon-Bourgogne Airport;726;EU;FR;FR-BFC;Dijon/Longvic;LFSD;DIJ;;5,09;47,268902
LFSG;medium_airport;Ãpinal-Mirecourt Airport;1084;EU;FR;FR-GES;Ãpinal/Mirecourt;LFSG;EPL;;6,06998;48,325001
LFSI;medium_airport;Saint-Dizier-Robinson (BA 113) Air Base;458;EU;FR;FR-GES;Saint-Dizier/Robinson;LFSI;;;4,899419785;48,63600159
LFSL;medium_airport;Brive-Souillac;1016;EU;FR;FR-NAQ;Brive la Gaillarde;LFSL;BVE;;1,485556;45,039722
LFSM;medium_airport;MontbÃ©liard-Courcelles Airfield;1041;EU;FR;FR-BFC;MontbÃ©liard/Courcelles;LFSM;;;6,79054;47,487
LFSN;medium_airport;Nancy-Essey Airport;751;EU;FR;FR-GES;Nancy/Essey;LFSN;ENC;;6,230460167;48,69210052
LFSO;medium_airport;Nancy-Ochey (BA 133) Air Base;1106;EU;FR;FR-GES;Nancy/Ochey;LFSO;;;5,954999924;48,58309937
LFST;medium_airport;Strasbourg Airport;505;EU;FR;FR-GES;Strasbourg;LFST;SXB;;7,628230095;48,53829956
LFSX;medium_airport;Luxeuil-Saint-Sauveur (BA 116) Air Base;913;EU;FR;FR-BFC;Luxeuil/Saint-Sauveur;LFSX;;;6,36416667;47,7830556
LFTH;medium_airport;Toulon-HyÃ¨res Airport;7;EU;FR;FR-PAC;Toulon/HyÃ¨res/Le Palyvestre;LFTH;TLN;;6,146029949;43,09730148
LFTW;medium_airport;NÃ®mes-Arles-Camargue Airport;309;EU;FR;FR-OCC;NÃ®mes/Garons;LFTW;FNI;;4,416349888;43,75740051
LFVM;medium_airport;Miquelon Airport;10;NA;PM;PM-ML;Miquelon;LFVM;MQC;;-56,38029861;47,09550095
LFVP;medium_airport;St Pierre Airport;27;NA;PM;PM-SP;Saint-Pierre;LFVP;FSP;;-56,17309952;46,76290131
LFXA;medium_airport;AmbÃ©rieu Air Base (BA 278);823;EU;FR;FR-ARA;AmbÃ©rieu;LFXA;;;5,32844;45,987301
LGAD;medium_airport;Andravida Air Base;55;EU;GR;GR-14;Andravida;LGAD;PYR;;21,292601;37,9207
LGAL;medium_airport;Dimokritos Airport;24;EU;GR;GR-71;Alexandroupolis;LGAL;AXD;;25,95630074;40,85589981
LGAV;large_airport;Eleftherios Venizelos International Airport;308;EU;GR;GR-A1;Athens;LGAV;ATH;;23,94449997;37,93640137
LGBL;medium_airport;Nea Anchialos Airport;83;EU;GR;GR-43;Nea Anchialos;LGBL;VOL;;22,79430008;39,21960068
LGEL;medium_airport;Elefsis Airport;143;EU;GR;GR-A1;Elefsina;LGEL;;;23,55599976;38,06380081
LGHI;medium_airport;Chios Island National Airport;15;EU;GR;GR-85;Chios Island;LGHI;JKH;;26,1406002;38,34320068
LGIO;medium_airport;Ioannina Airport;1558;EU;GR;GR-33;Ioannina;LGIO;IOA;;20,82250023;39,69639969
LGIR;large_airport;Heraklion International Nikos Kazantzakis Airport;115;EU;GR;GR-91;Heraklion;LGIR;HER;;25,18029976;35,33969879
LGKF;medium_airport;Kefallinia Airport;59;EU;GR;GR-23;Kefallinia Island;LGKF;EFL;;20,50049973;38,12009811
LGKL;medium_airport;Kalamata Airport;26;EU;GR;GR-17;Kalamata;LGKL;KLX;;22,02549934;37,06829834
LGKO;medium_airport;Kos Airport;412;EU;GR;GR-81;Kos Island;LGKO;KGS;;27,0916996;36,79330063
LGKP;medium_airport;Karpathos Airport;66;EU;GR;GR-81;Karpathos Island;LGKP;AOK;;27,14599991;35,42139816
LGKR;medium_airport;Ioannis Kapodistrias International Airport;6;EU;GR;GR-22;Kerkyra Island;LGKR;CFU;;19,9116993;39,60189819
LGKV;medium_airport;Alexander the Great International Airport;18;EU;GR;GR-55;Kavala;LGKV;KVA;;24,61919975;40,91329956
LGKZ;medium_airport;Filippos Airport;2059;EU;GR;GR-58;Kozani;LGKZ;KZI;;21,84079933;40,28609848
LGMK;medium_airport;Mikonos Airport;405;EU;GR;GR-82;Mykonos Island;LGMK;JMK;;25,34810066;37,43510056
LGMT;medium_airport;Mytilene International Airport;60;EU;GR;GR-83;Mytilene;LGMT;MJT;;26,59830093;39,05670166
LGPZ;medium_airport;Aktion National Airport;11;EU;GR;GR-34;Preveza/Lefkada;LGPZ;PVK;;20,76530075;38,92549896
LGRP;medium_airport;Diagoras Airport;17;EU;GR;GR-81;Rodes Island;LGRP;RHO;;28,08620071;36,40539932
LGRX;medium_airport;Araxos Airport;46;EU;GR;GR-13;Patras;LGRX;GPA;;21,4256;38,1511
LGSA;medium_airport;Chania International Airport;490;EU;GR;GR-94;Souda;LGSA;CHQ;;24,14970016;35,53170013
LGSK;medium_airport;Skiathos Island National Airport;54;EU;GR;GR-43;Skiathos;LGSK;JSI;;23,50370026;39,17710114
LGSM;medium_airport;Samos Airport;19;EU;GR;GR-84;Samos Island;LGSM;SMI;;26,9116993;37,68999863
LGSR;medium_airport;Santorini Airport;127;EU;GR;GR-82;Santorini Island;LGSR;JTR;;25,47929955;36,39920044
LGST;medium_airport;Sitia Airport;376;EU;GR;GR-92;Crete Island;LGST;JSH;;26,10129929;35,21609879
LGTG;medium_airport;Tanagra Air Base;485;EU;GR;GR-03;Tanagra;LGTG;;;23,565001;38,339802
LGTS;large_airport;Thessaloniki Macedonia International Airport;22;EU;GR;GR-54;Thessaloniki;LGTS;SKG;;22,97089958;40,5196991
LGZA;medium_airport;"Zakynthos International Airport ""Dionysios Solomos""";15;EU;GR;GR-21;Zakynthos Island;LGZA;ZTH;;20,8843;37,7509
LHBP;large_airport;Budapest Liszt Ferenc International Airport;495;EU;HU;HU-PE;Budapest;LHBP;BUD;;19,261093;47,42976
LHDC;medium_airport;Debrecen International Airport;359;EU;HU;HU-HB;Debrecen;LHDC;DEB;;21,61529922;47,48889923
LHKE;medium_airport;KecskemÃ©t Airport;376;EU;HU;HU-BK;KecskemÃ©t;LHKE;;;19,74920082;46,91749954
LHPP;medium_airport;PÃ©cs-PogÃ¡ny Airport;1000;EU;HU;HU-BA;PÃ©cs-PogÃ¡ny;LHPP;PEV;;18,240996;45,990898
LHPR;medium_airport;GyÅr-PÃ©r International Airport;424;EU;HU;HU-GS;GyÅr;LHPR;;;17,813601;47,624401
LHSM;medium_airport;HÃ©vÃ­zâBalaton Airport;408;EU;HU;HU-ZA;SÃ¡rmellÃ©k;LHSM;SOB;;17,159084;46,686391
LHSN;medium_airport;Szolnok Air Base;322;EU;HU;HU-JN;Szolnok;LHSN;;;20,2355;47,122897
LHTA;medium_airport;TaszÃ¡r Air Base;531;EU;HU;HU-SO;TaszÃ¡r;LHTA;TZR;;17,91749954;46,39310074
LHTL;medium_airport;TÃ¶kÃ¶l Airport;318;EU;HU;HU-PE;TÃ¶kÃ¶l;LHTL;;;18,98080063;47,34529877
LIBA;medium_airport;Amendola Air Base;183;EU;IT;IT-75;Foggia;LIBA;;FG06;15,7181;41,541401
LIBC;medium_airport;Crotone Airport;522;EU;IT;IT-78;Crotone;LIBC;CRV;KR01;17,0802;38,9972
LIBD;large_airport;Bari Karol WojtyÅa Airport;177;EU;IT;IT-75;Bari;LIBD;BRI;BA02;16,760599;41,138901
LIBF;medium_airport;"Foggia ""Gino Lisa"" Airport";265;EU;IT;IT-75;Foggia;LIBF;FOG;FG05;15,535;41,432899
LIBG;medium_airport;"Taranto-Grottaglie ""Marcello Arlotta"" Airport";215;EU;IT;IT-75;Grottaglie;LIBG;TAR;TA02;17,4032;40,517502
LIBN;medium_airport;Lecce Galatina Air Base;156;EU;IT;IT-75;;LIBN;LCC;LE08;18,133301;40,239201
LIBP;medium_airport;Pescara International Airport;48;EU;IT;IT-65;Pescara;LIBP;PSR;PE01;14,1811;42,431702
LIBR;medium_airport;Brindisi â Salento Airport;47;EU;IT;IT-75;Brindisi;LIBR;BDS;BR03;17,947001;40,6576
LIBV;medium_airport;Gioia Del Colle Air Base;1187;EU;IT;IT-75;Gioia Del Colle (BA);LIBV;;BA07;16,9333;40,767799
LICA;medium_airport;Lamezia Terme Airport;39;EU;IT;IT-78;Lamezia Terme (CZ);LICA;SUF;CZ02;16,2423;38,905399
LICB;medium_airport;Comiso Airport;623;EU;IT;IT-82;Comiso;LICB;CIY;RG06;14,607182;36,994601
LICC;large_airport;Catania-Fontanarossa Airport;39;EU;IT;IT-82;Catania;LICC;CTA;CT03;15,0664;37,466801
LICD;medium_airport;Lampedusa Airport;70;EU;IT;IT-82;Lampedusa;LICD;LMP;AG01;12,6181;35,497898
LICG;medium_airport;Pantelleria Airport;628;EU;IT;IT-82;Pantelleria (TP);LICG;PNL;TP02;11,9689;36,816502
LICJ;large_airport;FalconeâBorsellino Airport;65;EU;IT;IT-82;Palermo;LICJ;PMO;PA03;13,091;38,175999
LICP;medium_airport;Palermo-Boccadifalco Airport;345;EU;IT;IT-82;Palermo;LICP;;PA04;13,3133;38,110802
LICR;medium_airport;Reggio Calabria Airport;96;EU;IT;IT-78;Reggio Calabria;LICR;REG;RC01;15,6516;38,071201
LICT;medium_airport;Vincenzo Florio Airport Trapani-Birgi;25;EU;IT;IT-82;Trapani (TP);LICT;TPS;TP01;12,488;37,9114
LICZ;medium_airport;Sigonella Navy Air Base;79;EU;IT;IT-82;Sigonella (CT);LICZ;NSY;CT04;14,9224;37,401699
LIDT;medium_airport;Trento-Mattarello Airport;610;EU;IT;IT-32;Trento (TN);LIDT;;TN01;11,1242;46,0214
LIEA;medium_airport;Alghero-Fertilia Airport;87;EU;IT;IT-88;Alghero;LIEA;AHO;SS02;8,29077;40,632099
LIED;medium_airport;Decimomannu Air Base;100;EU;IT;IT-88;Decimomannu;LIED;DCI;CA12;8,97248;39,354198
LIEE;large_airport;Cagliari Elmas Airport;13;EU;IT;IT-88;Cagliari;LIEE;CAG;CA07;9,05428;39,251499
LIEO;medium_airport;Olbia Costa Smeralda Airport;37;EU;IT;IT-88;Olbia (SS);LIEO;OLB;SS03;9,51763;40,898701
LIET;medium_airport;TortolÃ¬ Airport;23;EU;IT;IT-88;Arbatax;LIET;TTB;NU01;9,68298;39,9188
LILA;medium_airport;Alessandria Airport;299;EU;IT;IT-21;Alessandria;LILA;;AL03;8,62513;44,925201
LILE;medium_airport;Biella-Cerrione Airport;920;EU;IT;IT-21;Biella (BI);LILE;;BI03;8,10278;45,4953
LILI;medium_airport;Vercelli Airport;417;EU;IT;IT-21;Vercelli;LILI;;VC04;8,417935;45,310233
LILM;medium_airport;Casale Monferrato Airport;377;EU;IT;IT-21;Casale Monferrato;LILM;;AL04;8,45603;45,111198
LILN;medium_airport;Varese-Venegono Airport;1050;EU;IT;IT-25;Varese;LILN;;VA02;8,888233;45,742199
LIMA;medium_airport;Torino-Aeritalia Airport;943;EU;IT;IT-21;Torino;LIMA;;TO12;7,60337;45,086399
LIMC;large_airport;Malpensa International Airport;768;EU;IT;IT-25;Milan;LIMC;MXP;MI12;8,72811;45,6306
LIME;large_airport;Milan Bergamo Airport;782;EU;IT;IT-25;Bergamo;LIME;BGY;BG01;9,70417;45,673901
LIMF;large_airport;Turin Airport;989;EU;IT;IT-21;Torino;LIMF;TRN;TO11;7,64963;45,200802
LIMG;medium_airport;Villanova D'Albenga International Airport;148;EU;IT;IT-42;Albenga (SV);LIMG;ALL;SV01;8,12743;44,050598
LIMJ;large_airport;Genoa Cristoforo Colombo Airport;13;EU;IT;IT-42;Genova;LIMJ;GOA;GE01;8,8375;44,4133
LIML;large_airport;Milano Linate Airport;353;EU;IT;IT-25;Milan;LIML;LIN;MI11;9,27674;45,445099
LIMN;medium_airport;Cameri Air Base [MIL];586;EU;IT;IT-21;Cameri (NO);LIMN;;NO08;8,66922;45,529598
LIMP;medium_airport;Parma Airport;161;EU;IT;IT-45;Parma;LIMP;PMF;PR03;10,2964;44,824501
LIMR;medium_airport;Novi Ligure Airport;607;EU;IT;IT-21;Novi Ligure;LIMR;;AL05;8,78639;44,779999
LIMS;medium_airport;Piacenza San Damiano Air Base;456;EU;IT;IT-45;Piacenza;LIMS;;PC08;9,723322;44,913102
LIMW;medium_airport;Aosta Airport;1791;EU;IT;IT-23;Aosta;LIMW;AOT;AO01;7,36872;45,738499
LIMZ;medium_airport;Cuneo International Airport;1267;EU;IT;IT-21;Cuneo;LIMZ;CUF;CN03;7,62322;44,547001
LIPA;medium_airport;Aviano Air Base;410;EU;IT;IT-36;Aviano (PN);LIPA;AVB;PN07;12,596503;46,031898
LIPB;medium_airport;Bolzano Airport;789;EU;IT;IT-32;Bolzano;LIPB;BZO;BZ01;11,3264;46,460201
LIPC;medium_airport;Cervia Air Base;18;EU;IT;IT-45;Cervia;LIPC;;RA08;12,3072;44,224201
LIPE;large_airport;Bologna Guglielmo Marconi Airport;123;EU;IT;IT-45;Bologna;LIPE;BLQ;BO08;11,2887;44,5354
LIPH;large_airport;Treviso-Sant'Angelo Airport;59;EU;IT;IT-34;Treviso;LIPH;TSF;TV01;12,1944;45,648399
LIPI;medium_airport;Rivolto Air Base;179;EU;IT;IT-36;Codroipo;LIPI;;UD16;13,0493;45,978699
LIPK;medium_airport;ForlÃ¬ Airport;97;EU;IT;IT-45;ForlÃ¬ (FC);LIPK;FRL;FC03;12,0701;44,194801
LIPL;medium_airport;Ghedi Air Base;333;EU;IT;IT-25;Ghedi;LIPL;;BS12;10,2677;45,432201
LIPO;medium_airport;Brescia Airport;355;EU;IT;IT-25;Montichiari (BS);LIPO;VBS;BS04;10,3306;45,428902
LIPQ;medium_airport;TriesteâFriuli Venezia Giulia Airport;39;EU;IT;IT-36;Trieste;LIPQ;TRS;GO02;13,4722;45,827499
LIPR;medium_airport;Federico Fellini International Airport;40;EU;IT;IT-45;Rimini;LIPR;RMI;RN01;12,6117;44,020302
LIPS;medium_airport;Istrana Air Base;137;EU;IT;IT-34;Istrana;LIPS;;TV16;12,0829;45,684898
LIPU;medium_airport;Padova Airport;44;EU;IT;IT-34;Padova;LIPU;QPA;PD11;11,8479;45,395802
LIPX;large_airport;Verona Villafranca Airport;239;EU;IT;IT-34;Verona;LIPX;VRN;VR10;10,8885;45,395699
LIPY;medium_airport;Ancona Falconara Airport;49;EU;IT;IT-57;Ancona;LIPY;AOI;AN01;13,3623;43,616299
LIPZ;large_airport;Venice Marco Polo Airport;7;EU;IT;IT-34;Venice;LIPZ;VCE;VE05;12,3519;45,505299
LIQS;medium_airport;Siena-Ampugnano Airport;634;EU;IT;IT-52;Siena;LIQS;SAY;SI01;11,255;43,256302
LIQW;medium_airport;Sarzana-Luni Air Base;45;EU;IT;IT-42;Sarzana (SP);LIQW;QLP;SP01;9,98795;44,088001
LIRA;large_airport;CiampinoâG. B. Pastine International Airport;427;EU;IT;IT-62;Rome;LIRA;CIA;RM12;12,5949;41,7994
LIRE;medium_airport;Pratica Di Mare Air Base;41;EU;IT;IT-62;Pomezia;LIRE;;RM22;12,4452;41,654499
LIRF;large_airport;Leonardo da VinciâFiumicino Airport;13;EU;IT;IT-62;Rome;LIRF;FCO;RM11;12,2388889;41,8002778
LIRG;medium_airport;Guidonia Air Base;289;EU;IT;IT-62;Guidonia;LIRG;;RM13;12,7408;41,990299
LIRI;medium_airport;Salerno Costa d'Amalfi Airport;119;EU;IT;IT-72;Salerno;LIRI;QSR;SA02;14,9113;40,620399
LIRJ;medium_airport;Marina Di Campo Airport;31;EU;IT;IT-52;Marina  Di Campo;LIRJ;EBA;LI04;10,2394;42,7603
LIRL;medium_airport;Latina Air Base;94;EU;IT;IT-62;Latina;LIRL;QLT;LT02;12,909;41,5424
LIRM;medium_airport;Grazzanise Air Base;29;EU;IT;IT-72;Caserta;LIRM;;CE07;14,0819;41,060799
LIRN;large_airport;Naples International Airport;294;EU;IT;IT-72;NÃ¡poli;LIRN;NAP;NA01;14,2908;40,886002
